id,original_language,title,popularity,release_date,vote_average,vote_count,weighted_rating
467632,EN,Bad Samaritan,20.143,2018-04-19,6.739,663,4467.957
424277,FR,Annette,12.537,2021-07-07,6.739,666,4488.174
379686,EN,Space Jam: A New Legacy,71.794,2021-07-08,6.739,3962,26699.917999999998
45610,EN,Machine Gun Preacher,23.167,2011-09-23,6.7,1022,6847.400000000001
14522,EN,Black Beauty,22.46,1994-07-29,6.739,330,2223.87
9781,EN,Detroit Rock City,15.053,1999-08-13,6.739,397,2675.383
283350,EN,Before We Go,18.293,2014-09-04,6.738,1771,11932.998000000001
956,EN,Mission: Impossible III,54.899,2006-04-25,6.738,6662,44888.556000000004
732450,EN,Batman: Soul of the Dragon,13.162,2021-01-12,6.7,331,2217.7000000000003
351145,ES,Retribution,10.75,2015-09-21,6.737,413,2782.381
198185,EN,Million Dollar Arm,20.394,2014-05-09,6.737,600,4042.2000000000003
37233,EN,The Firm,27.529,1993-06-30,6.7,1957,13111.9
28089,EN,The Messenger,13.133,2009-11-13,6.737,418,2816.0660000000003
10758,EN,Waitress,12.216,2007-05-25,6.736,511,3442.096
1875,FR,Fantomas vs. Scotland Yard,22.966,1967-03-16,6.736,501,3374.736
798286,EN,Beau Is Afraid,34.247,2023-04-14,6.735,941,6337.635
249397,EN,Nymphomaniac: Vol. II,62.455,2013-12-25,6.735,2865,19295.775
212716,EN,What If,25.101,2013-09-07,6.735,1927,12978.345000000001
186161,FR,The Gilded Cage,12.774,2013-04-19,6.735,323,2175.405
46195,EN,Rio,42.074,2011-04-03,6.735,6559,44174.865000000005
21481,EN,Twitches,24.448,2005-10-14,6.735,496,3340.56
8348,EN,Thunderbolt and Lightfoot,26.14,1974-05-23,6.7,518,3470.6
933131,KO,Badland Hunters,84.839,2024-01-25,6.734,668,4498.312
338958,EN,Disenchanted,34.345,2022-11-18,6.734,1059,7131.306
65760,EN,The Whistleblower,13.044,2010-09-13,6.734,541,3643.094
22798,EN,Whip It,14.326,2009-04-09,6.734,1022,6882.148
12626,EN,Broadcast News,24.687,1987-12-16,6.7,395,2646.5
11780,EN,Rob Roy,26.752,1995-04-13,6.734,607,4087.538
10226,FR,High Tension,30.061,2003-06-18,6.734,1272,8565.648
8536,EN,Superman II,31.146,1980-12-12,6.734,2206,14855.204
3784,EN,Frankie and Johnny,20.662,1991-10-11,6.74,549,3700.26
866463,EN,Reptile,28.372,2023-09-29,6.733,875,5891.375
672741,EN,Till Death,20.745,2021-07-02,6.7,786,5266.2
414770,JA,Antiporno,14.559,2017-01-28,6.7,386,2586.2000000000003
394684,ES,May God Save Us,14.868,2016-10-28,6.733,425,2861.5249999999996
294254,EN,Maze Runner: The Scorch Trials,65.482,2015-09-09,6.7,10214,68433.8
105864,EN,The Good Dinosaur,57.167,2015-11-14,6.733,5452,36708.316
11558,EN,Silver Streak,24.012,1976-12-03,6.7,315,2110.5
11522,EN,Pretty in Pink,20.847,1986-02-28,6.733,1068,7190.844
10837,EN,DuckTales: The Movie - Treasure of the Lost Lamp,24.25,1990-08-03,6.733,854,5749.982
629176,EN,Samaritan,40.01,2022-08-25,6.732,1943,13080.276
568091,EN,Fractured,30.861,2019-09-22,6.732,2466,16601.112
37777,IT,Soap and Water,5.766,1983-10-27,6.732,349,2349.468
13312,FR,Inside,32.702,2007-06-13,6.732,794,5345.2080000000005
12573,EN,A Serious Man,29.901,2009-09-30,6.732,2036,13706.352
834860,JA,RETURN,8.025,1985-01-01,6.731,482,3244.342
91745,EN,Romeo & Juliet,15.508,2013-09-12,6.7,549,3678.3
57112,IT,Tu la conosci Claudia?,7.289,2004-12-15,6.731,997,6710.807
21474,EN,Bring It On: Fight to the Finish,1.175,2009-07-30,6.731,531,3574.161
11904,EN,Young Sherlock Holmes,12.841,1985-12-04,6.7,604,4046.8
11009,EN,Saturday Night Fever,24.224,1977-12-16,6.7,1880,12596.0
27431,IT,The Cat o' Nine Tails,14.103,1971-02-12,6.73,397,2671.81
22307,EN,Sisters,12.018,1973-04-18,6.73,374,2517.02
10510,EN,Miracle on 34th Street,21.537,1994-11-18,6.73,994,6689.620000000001
9519,EN,Chopper,12.525,2000-06-21,6.7,356,2385.2000000000003
459992,EN,Long Shot,23.885,2019-05-02,6.729,2619,17623.251
424783,EN,Bumblebee,46.161,2018-12-15,6.728,6001,40374.727999999996
376570,EN,Hush,31.535,2016-03-12,6.729,4500,30280.5
276843,EN,What We Did on Our Holiday,19.479,2014-09-26,6.728,507,3411.096
9749,EN,Fletch,16.027,1985-05-31,6.729,652,4387.308
48415,IT,Welcome to the South,12.961,2010-10-01,6.728,1772,11922.016
46169,EN,Twitches Too,18.976,2007-10-12,6.7,338,2264.6
17894,EN,The Beautician and the Beast,18.372,1997-02-07,6.7,344,2304.8
13258,EN,Son of Rambow,26.266,2007-01-22,6.7,435,2914.5
11185,EN,"See No Evil, Hear No Evil",27.514,1989-05-12,6.728,953,6411.784
605,EN,The Matrix Revolutions,52.884,2003-11-05,6.728,9740,65530.72
448776,EN,A Prayer Before Dawn,21.429,2018-05-24,6.727,559,3760.393
399170,EN,Logan Lucky,49.889,2017-08-17,6.726,3439,23130.714
51980,FR,Germinal,11.981,1993-09-29,6.727,304,2045.008
44683,EN,Tinker Bell and the Great Fairy Rescue,38.337,2010-07-29,6.727,907,6101.389
10649,EN,The Enforcer,31.096,1976-12-16,6.727,853,5738.131
5854,EN,Family Plot,16.038,1976-04-09,6.727,433,2912.791
298,EN,Ocean's Thirteen,40.123,2007-06-05,6.727,6226,41882.302
638597,EN,Yes Day,28.198,2021-03-12,6.726,1170,7869.42
353571,EN,Tallulah,10.506,2016-06-02,6.726,702,4721.652
338762,EN,Bloodshot,32.061,2020-03-05,6.726,4897,32937.222
20649,EN,Clockers,12.62,1995-09-15,6.724,313,2104.612
14553,EN,Stealing Beauty,20.917,1996-03-29,6.7,550,3685.0
13061,EN,Your Friend the Rat,29.389,2007-11-06,6.726,356,2394.456
543343,EN,Guava Island,11.794,2019-04-13,6.7,318,2130.6
313922,EN,Green Room,22.678,2016-04-15,6.7,2618,17540.600000000002
273153,FR,Summertime,17.279,2015-08-19,6.725,327,2199.075
10692,EN,Henry: Portrait of a Serial Killer,15.743,1986-09-24,6.725,678,4559.55
9960,EN,Lord of the Flies,20.261,1963-08-13,6.725,505,3396.125
591,EN,The Da Vinci Code,57.169,2006-05-17,6.725,9180,61735.5
524216,EN,The Mortuary Collection,18.92,2020-09-25,6.724,415,2790.46
107846,EN,Escape Plan,34.351,2013-10-09,6.724,5062,34036.888
82703,EN,Mr. Peabody & Sherman,38.785,2014-02-07,6.724,2307,15512.268
44251,JA,Dragon Ball Z: Broly - Second Coming,57.441,1994-03-12,6.724,646,4343.704
21385,EN,"Mickey, Donald, Goofy: The Three Musketeers",29.355,2004-08-04,6.724,914,6145.736
19200,EN,Shadows and Fog,10.582,1991-12-05,6.7,356,2385.2000000000003
12508,EN,Rock Star,28.443,2001-09-04,6.724,722,4854.728
592984,EN,Hillbilly Elegy,30.12,2020-11-09,6.723,884,5943.132
43645,IT,The Little Devil,9.74,1988-07-01,6.723,391,2628.6929999999998
12651,EN,Memphis Belle,24.383,1990-09-07,6.7,368,2465.6
12227,EN,White Fang,29.315,1991-01-18,6.723,582,3912.786
2925,EN,The First Wives Club,24.505,1996-09-20,6.723,737,4954.851
511817,EN,Wendell & Wild,18.322,2022-10-21,6.722,310,2083.82
375183,EN,A Family Man,15.19,2016-09-13,6.722,493,3313.9460000000004
209263,EN,Enough Said,11.102,2013-09-18,6.722,821,5518.762000000001
62630,EN,The Devil's Double,15.795,2011-02-11,6.722,547,3676.934
39513,EN,Paul,39.574,2011-02-14,6.722,5644,37938.968
11448,EN,Mighty Aphrodite,15.03,1995-09-13,6.7,663,4442.1
11163,IT,Fellini Satyricon,19.682,1969-09-18,6.7,327,2190.9
10675,EN,Frantic,21.511,1988-02-19,6.7,995,6666.5
814776,EN,Bottoms,35.566,2023-08-25,6.721,572,3844.4120000000003
28176,EN,Tucker: The Man and His Dream,28.497,1988-08-12,6.721,375,2520.375
9819,EN,Marvin's Room,11.023,1996-12-18,6.721,580,3898.18
9367,ES,El Mariachi,16.214,1993-02-22,6.721,1096,7366.216
4517,EN,Elizabeth: The Golden Age,22.621,2007-09-09,6.721,1194,8024.874
443009,EN,"Don't Worry, He Won't Get Far on Foot",14.434,2018-04-04,6.7,658,4408.6
14181,EN,Boiler Room,28.568,2000-02-18,6.7,639,4281.3
12233,EN,Oliver & Company,32.781,1988-11-18,6.72,1532,10295.039999999999
10591,EN,The Girl Next Door,58.41,2004-04-09,6.72,3429,23042.879999999997
9538,EN,Scanners,18.731,1981-01-14,6.72,1156,7768.32
6312,FR,Brotherhood of the Wolf,29.67,2001-01-31,6.72,1493,10032.96
96724,EN,Anna Karenina,25.688,2012-09-06,6.719,2237,15030.403
13851,EN,Batman: Gotham Knight,30.267,2008-07-08,6.719,671,4508.4490000000005
9739,EN,Demolition Man,47.037,1993-10-08,6.719,3591,24127.929
5255,EN,The Polar Express,37.394,2004-11-10,6.719,6162,41402.478
4244,EN,The Kid,22.427,2000-07-07,6.719,983,6604.777
790,EN,The Fog,31.072,1980-02-07,6.719,1502,10091.938
491283,EN,Judy,15.06,2019-09-27,6.718,1151,7732.418
484641,FR,Anna,38.319,2019-06-19,6.718,2647,17782.546
11022,EN,Narc,19.332,2002-01-14,6.718,506,3399.308
458594,EN,Peppermint,21.886,2018-09-06,6.7,2006,13440.2
244506,EN,Camp X-Ray,25.596,2014-10-17,6.717,994,6676.697999999999
35554,IT,Cado dalle nubi,7.779,2009-11-27,6.717,1612,10827.804
10785,EN,The Thing from Another World,18.461,1951-04-05,6.717,584,3922.7279999999996
11235,EN,Local Hero,14.351,1983-02-17,6.716,328,2202.848
7985,EN,Penelope,19.228,2006-03-01,6.716,1366,9174.056
493551,EN,Operation Finale,18.652,2018-08-29,6.715,966,6486.69
200505,EN,Draft Day,17.632,2014-04-11,6.715,903,6063.6449999999995
74513,FR,Special Forces,31.82,2011-11-02,6.7,566,3792.2000000000003
13448,EN,Angels & Demons,65.267,2009-04-23,6.7,6688,44809.6
11223,EN,Coma,19.163,1978-01-06,6.715,398,2672.57
10135,EN,Road House,21.062,1989-05-19,6.716,1239,8321.124
236751,EN,Heaven Is for Real,41.442,2014-04-16,6.7,774,5185.8
16121,EN,The Big Red One,14.324,1980-01-22,6.713,301,2020.613
8699,EN,Anchorman: The Legend of Ron Burgundy,26.799,2004-06-28,6.713,4084,27415.892
7229,FR,Ruby & Quentin,15.34,2003-10-22,6.713,790,5303.27
310,EN,Bruce Almighty,47.004,2003-05-23,6.713,10539,70748.307
806368,EN,The Son,18.674,2022-11-10,6.712,425,2852.6
463858,FR,The Freshmen,8.564,2018-09-12,6.712,676,4537.312
13971,EN,Wild Child,52.048,2008-08-15,6.712,1813,12168.856
13676,EN,The Little Mermaid: Ariel's Beginning,2.367,2008-08-25,6.712,1000,6712.0
4978,EN,An American Tail,20.845,1986-11-21,6.711,1304,8751.144
392044,EN,Murder on the Orient Express,64.266,2017-11-03,6.71,9789,65684.19
298618,EN,The Flash,140.907,2023-06-13,6.71,4115,27611.65
53957,IT,La matassa,10.281,2009-03-13,6.71,466,3126.86
10585,EN,Child's Play,41.911,1988-11-09,6.71,2900,19459.0
4349,EN,The Kingdom,24.201,2007-08-22,6.7,1597,10699.9
649394,EN,Worth,16.045,2021-07-21,6.709,313,2099.917
269650,JA,Appleseed Alpha,10.947,2014-05-28,6.709,359,2408.531
254375,EN,Hector and the Search for Happiness,13.621,2014-08-14,6.709,841,5642.268999999999
16241,EN,The Boys from Brazil,15.956,1978-10-05,6.709,380,2549.42
13640,EN,Superman: Doomsday,33.655,2007-09-18,6.7,597,3999.9
11880,EN,Dog Soldiers,17.249,2002-05-10,6.709,843,5655.687
3989,EN,Team America: World Police,18.12,2004-10-10,6.709,1805,12109.744999999999
950,EN,Ice Age: The Meltdown,65.911,2006-03-29,6.709,9578,64258.801999999996
438799,EN,Overlord,30.559,2018-11-01,6.708,2794,18742.152000000002
421447,FR,The Climb,13.116,2017-01-25,6.708,842,5648.136
55420,EN,Another Earth,15.19,2011-07-22,6.708,1590,10665.720000000001
4108,EN,The Transporter,36.582,2002-10-02,6.708,5226,35056.008
455980,EN,Tag,24.549,2018-05-30,6.707,3061,20530.127
353070,EN,Going in Style,25.89,2017-04-06,6.707,2736,18350.352
28942,EN,The Brood,14.883,1979-05-25,6.7,685,4589.5
13509,EN,The Monster Squad,30.217,1987-08-14,6.707,547,3668.729
785457,EN,Afterlife of the Party,14.915,2021-09-02,6.706,458,3071.3480000000004
668640,ES,Official Competition,14.847,2021-09-04,6.706,354,2373.924
359983,EN,The Lion Guard: Return of the Roar,28.473,2015-11-22,6.706,1218,8167.908
13155,EN,Return to Oz,38.265,1985-06-21,6.7,989,6626.3
4587,EN,Mermaids,19.138,1990-12-14,6.706,487,3265.822
591273,EN,Fear Street: 1994,30.568,2021-06-28,6.7,2237,14987.9
529106,RU,Major Grom: Plague Doctor,26.174,2021-04-01,6.705,577,3868.785
373571,EN,Godzilla: King of the Monsters,61.273,2019-05-29,6.705,6059,40625.595
337167,EN,Fifty Shades Freed,90.813,2018-01-17,6.705,7904,52996.32
29917,EN,Exam,21.474,2009-06-19,6.705,2019,13537.395
1930,EN,The Amazing Spider-Man,88.843,2012-06-23,6.705,17144,114950.52
881462,IT,Still Time,10.86,2023-03-16,6.704,313,2098.352
792293,EN,Dumb Money,43.785,2023-09-15,6.704,449,3010.096
489430,ES,Terrified,20.427,2018-05-03,6.704,624,4183.296
13685,EN,Bottle Rocket,23.578,1996-02-21,6.704,1031,6911.824
11211,EN,Bring It On: All or Nothing,1.698,2006-07-18,6.704,798,5349.7919999999995
1226578,EN,Longlegs,743.805,2024-07-10,6.698,690,4621.62
660833,EN,Entangled,10.792,2021-11-12,6.703,315,2111.445
507086,EN,Jurassic World Dominion,113.134,2022-06-01,6.703,5942,39829.226
334522,EN,Alone in Berlin,13.777,2016-02-15,6.703,367,2460.001
504562,EN,Motherless Brooklyn,27.931,2019-10-31,6.703,1412,9464.636
418879,EN,The Current War,16.677,2018-02-01,6.702,1045,7003.59
256274,EN,"As Above, So Below",42.906,2014-08-14,6.7,3376,22619.2
39514,EN,RED,32.63,2010-10-13,6.702,6597,44213.094
2330,FR,Taxi,25.372,1998-04-08,6.702,2430,16285.86
402529,EN,All Eyez on Me,23.256,2017-06-12,6.701,1148,7692.748
10744,EN,The Cooler,12.013,2003-11-26,6.701,341,2285.0409999999997
621870,EN,Secret Society of Second Born Royals,18.816,2020-09-25,6.7,528,3537.6
515195,EN,Yesterday,23.831,2019-06-26,6.7,3846,25768.2
339419,EN,Loving,19.383,2016-11-04,6.7,901,6036.7
276844,EN,The Little Death,13.607,2014-06-13,6.7,461,3088.7000000000003
236399,EN,Flowers in the Attic,30.366,2014-01-18,6.7,357,2391.9
11302,EN,Bananas,15.715,1971-04-28,6.7,731,4897.7
8872,EN,Wayne's World,25.633,1992-02-14,6.7,2179,14599.300000000001
8065,EN,21,38.615,2008-03-27,6.7,4556,30525.2
1909,EN,Don Juan DeMarco,18.009,1994-10-12,6.7,724,4850.8
864168,EN,Joy Ride,35.631,2023-06-22,6.699,337,2257.563
614560,EN,Mank,16.392,2020-11-13,6.699,1561,10457.139
505948,EN,I Am Mother,15.97,2019-06-07,6.698,2505,16778.49
11838,JA,Ju-on: The Grudge,43.223,2002-10-18,6.698,771,5164.158
943,EN,Lethal Weapon 3,40.545,1992-05-15,6.7,2835,18994.5
328425,EN,The Gift,22.932,2015-07-31,6.697,3158,21149.126
9558,EN,King of New York,22.047,1990-07-18,6.697,633,4239.201
4912,EN,Confessions of a Dangerous Mind,17.447,2002-12-31,6.697,1106,7406.8820000000005
763152,ES,More the Merrier,18.867,2021-07-30,6.7,425,2847.5
2675,EN,Signs,43.037,2002-08-02,6.695,5520,36956.4
24803,EN,Julie & Julia,15.212,2009-08-06,6.695,2045,13691.275000000001
11371,EN,The Score,21.706,2001-07-13,6.695,1607,10758.865
2001,EN,We Own the Night,18.506,2007-10-12,6.695,1335,8937.825
862965,EN,Emily the Criminal,23.656,2022-08-12,6.7,785,5259.5
722149,EN,Luther: The Fallen Sun,27.151,2023-02-24,6.694,895,5991.13
572802,EN,Aquaman and the Lost Kingdom,116.767,2023-12-20,6.694,2659,17799.346
517116,EN,Haunt,21.839,2019-09-13,6.694,1178,7885.532
498402,FR,Aline,8.96,2020-11-19,6.694,346,2316.124
14134,HI,Main Hoon Na,23.793,2004-04-30,6.694,320,2142.08
1016121,EN,Beautiful Disaster,57.414,2023-04-04,6.693,737,4932.741
778106,EN,Along for the Ride,18.26,2022-05-06,6.699,341,2284.359
284303,DE,Goodnight Mommy,17.593,2014-10-07,6.7,1538,10304.6
50546,EN,Just Go with It,56.91,2011-02-10,6.693,5614,37574.502
8328,EN,Step Up 2: The Streets,40.543,2008-02-14,6.692,2255,15090.460000000001
619,EN,The Bodyguard,33.489,1992-11-25,6.69,2888,19320.72
517839,SV,Border,16.86,2018-09-27,6.691,786,5259.126
34204,EN,Return to Halloweentown,20.209,2006-10-20,6.7,588,3939.6
16910,JA,Naruto the Movie: Legend of the Stone of Gelel,30.2,2005-08-06,6.691,366,2448.906
13691,EN,Piglet's Big Movie,36.19,2003-03-16,6.7,353,2365.1
8271,EN,Disturbia,43.548,2007-04-12,6.692,3598,24077.816
1887,EN,Marie Antoinette,25.142,2006-05-24,6.691,2665,17831.515
823482,EN,Dream Scenario,46.07,2023-11-10,6.69,780,5218.200000000001
523773,EN,Little Italy,21.041,2018-08-24,6.696,626,4191.696
474335,EN,Uncle Drew,21.35,2018-06-27,6.69,542,3625.98
135397,EN,Jurassic World,85.67,2015-06-06,6.69,20156,134843.64
11633,JA,Appleseed,15.077,2004-04-17,6.69,344,2301.36
7191,EN,Cloverfield,50.945,2008-01-15,6.69,6943,46448.670000000006
768,EN,From Hell,17.321,2001-02-08,6.69,2742,18343.98
820609,EN,No One Will Save You,53.836,2023-09-22,6.689,1103,7377.967
762079,FR,The Advent Calendar,24.102,2021-12-01,6.689,322,2153.858
522931,EN,Hitman's Wife's Bodyguard,28.761,2021-06-14,6.689,2219,14842.891
381719,EN,Peter Rabbit,33.868,2018-02-07,6.689,1747,11685.683
36897,JA,Pokémon: Mewtwo Returns,14.186,2001-08-17,6.689,381,2548.509
11542,EN,Altered States,16.879,1980-12-25,6.689,639,4274.271
11455,EN,Up in Smoke,18.809,1978-05-16,6.687,550,3677.8500000000004
9659,EN,Mad Max,57.512,1979-04-12,6.689,4343,29050.327
3021,EN,1408,24.982,2007-06-22,6.689,4343,29050.327
787,EN,Mr. & Mrs. Smith,57.19,2005-06-07,6.7,10203,68360.1
817648,EN,Home Team,23.103,2022-01-28,6.688,722,4828.736
15674,EN,Sabrina the Teenage Witch,14.067,1996-04-07,6.688,316,2113.408
11322,EN,Public Enemies,29.387,2009-07-01,6.688,4361,29166.368
9297,EN,Monster House,52.639,2006-06-30,6.688,3880,25949.44
8736,FR,Dikkenek,11.654,2006-06-21,6.688,666,4454.208
27585,EN,Rabbit Hole,12.284,2010-12-16,6.686,583,3897.938
17332,EN,The Soloist,17.224,2009-04-24,6.687,761,5088.807
13804,EN,Fast & Furious,10.787,2009-04-02,6.7,7111,47643.700000000004
11307,EN,The World According to Garp,18.297,1982-08-13,6.687,337,2253.5190000000002
1624,EN,Liar Liar,39.283,1997-03-21,6.686,5534,37000.324
278236,EN,X+Y,16.41,2014-03-13,6.685,547,3656.6949999999997
223485,EN,Slow West,12.442,2015-05-15,6.7,951,6371.7
72432,EN,Puncture,11.06,2011-09-23,6.685,386,2580.41
46146,NO,Troll Hunter,19.622,2010-10-29,6.685,1537,10274.845
2290,EN,Jakob the Liar,14.728,1999-09-16,6.685,359,2399.915
758336,EN,Love Again,27.139,2023-05-04,6.684,332,2219.088
190880,FR,"Me, Myself and Mum",9.543,2013-11-20,6.684,645,4311.18
13195,EN,Flawless,27.635,2007-09-01,6.7,523,3504.1
881164,EN,Boston Strangler,24.6,2023-03-16,6.683,636,4250.388
484510,EN,Trolls Holiday,22.284,2017-11-01,6.683,478,3194.4739999999997
401513,RU,Attraction,25.251,2017-01-26,6.683,789,5272.887
250235,IT,Tutta colpa di Freud,9.071,2014-01-23,6.683,1001,6689.683
75900,EN,My Week with Marilyn,12.583,2011-11-23,6.68,1264,8443.52
12599,JA,Pokémon the Movie 2000,43.676,1999-07-17,6.683,826,5520.157999999999
11130,EN,The Princess Diaries 2: Royal Engagement,49.831,2004-08-06,6.683,3164,21145.012
10731,EN,The Client,20.795,1994-07-20,6.683,1095,7317.885
9044,EN,Tristan & Isolde,18.022,2006-04-07,6.683,775,5179.325
7555,EN,Rambo,65.62,2008-01-24,6.683,3821,25535.743
236737,ES,Spanish Affair,10.701,2014-03-14,6.682,618,4129.476000000001
9489,EN,You've Got Mail,24.903,1998-12-18,6.7,3205,21473.5
9079,EN,Dying Young,14.986,1991-06-20,6.7,433,2901.1
7012,EN,The Day After,17.716,1983-11-20,6.682,374,2499.068
928344,EN,Weird: The Al Yankovic Story,15.604,2022-09-08,6.681,409,2732.529
760747,NO,The Trip,15.218,2021-07-30,6.681,536,3581.016
511322,EN,The Good Liar,21.199,2019-11-08,6.681,1090,7282.29
280217,EN,The Lego Movie 2: The Second Part,30.226,2019-02-06,6.682,2152,14379.664
2016,FR,Days of Glory,11.963,2006-09-27,6.681,368,2458.608
1552,EN,Parenthood,17.426,1989-07-31,6.7,616,4127.2
150,EN,48 Hrs.,29.044,1982-12-07,6.681,1455,9720.855
1029955,EN,Kinds of Kindness,222.007,2024-05-30,6.672,516,3442.752
762430,EN,Retribution,72.174,2023-08-23,6.682,1101,7356.8820000000005
406994,EN,Better Watch Out,25.414,2017-10-06,6.7,1458,9768.6
347026,EN,A United Kingdom,12.151,2016-11-25,6.68,496,3313.2799999999997
35052,EN,Cracks,18.442,2009-12-04,6.7,389,2606.3
10999,EN,Commando,43.925,1985-10-03,6.68,2742,18316.559999999998
9336,EN,Police Academy,49.698,1984-03-22,6.68,2599,17361.32
336882,NO,The Wave,20.999,2015-08-28,6.679,1261,8422.219000000001
276908,EN,Comet,8.186,2014-12-05,6.679,433,2892.007
15762,EN,Night of the Creeps,14.109,1986-08-21,6.679,481,3212.599
12223,EN,The Stepford Wives,22.752,1975-02-12,6.679,305,2037.095
12184,EN,The Other Boleyn Girl,28.634,2008-02-28,6.679,2003,13378.037
8265,FR,Welcome to the Sticks,19.261,2008-02-20,6.678,2393,15980.454
56812,ES,The Last Circus,9.75,2010-12-17,6.678,409,2731.302
11601,EN,Stir of Echoes,19.958,1999-09-10,6.678,1188,7933.464
529485,EN,The Way Back,14.809,2020-03-05,6.677,1141,7618.456999999999
450465,EN,Glass,56.662,2019-01-16,6.677,8323,55572.670999999995
12509,EN,Pollock,16.276,2000-09-06,6.677,310,2069.87
10464,EN,"Corrina, Corrina",15.572,1994-08-12,6.677,419,2797.663
10316,EN,The Ides of March,22.266,2011-09-24,6.677,2417,16138.309
10201,EN,Yes Man,33.487,2008-12-09,6.677,6677,44582.329
7446,EN,Tropic Thunder,40.079,2008-08-09,6.677,6068,40516.036
1389,EN,Out of Sight,38.947,1998-06-26,6.7,1229,8234.300000000001
332794,FR,The Odyssey,9.763,2016-10-12,6.7,411,2753.7000000000003
185567,EN,Zulu,13.652,2013-12-04,6.7,471,3155.7000000000003
170687,EN,The Boxtrolls,25.063,2014-09-10,6.676,1642,10961.992
81440,EN,"Good Luck Charlie, It's Christmas!",19.331,2011-12-02,6.7,404,2706.8
2669,EN,The Bounty,21.01,1984-05-04,6.676,527,3518.252
1635,EN,The Island,41.689,2005-07-21,6.676,5283,35269.308
1597,EN,Meet the Parents,31.641,2000-10-06,6.675,5823,38868.525
91586,EN,Insidious: Chapter 2,39.145,2013-09-12,6.675,4172,27848.1
11283,EN,Nanny McPhee,45.857,2005-10-21,6.675,2977,19871.475
2161,EN,Fantastic Voyage,17.75,1966-08-24,6.7,431,2887.7000000000003
325789,EN,The Infiltrator,17.829,2016-07-13,6.674,1635,10911.99
33875,JA,Pokémon Heroes,21.368,2002-07-13,6.674,342,2282.5080000000003
10427,EN,Red Rock West,13.037,1993-05-14,6.674,326,2175.724
9869,EN,Patriot Games,20.283,1992-06-04,6.674,1580,10544.92
8669,EN,Charlie Bartlett,12.105,2008-02-22,6.674,618,4124.532
245,EN,About a Boy,18.123,2002-04-26,6.7,2165,14505.5
646385,EN,Scream,75.426,2022-01-12,6.673,3190,21286.87
615904,EN,Marry Me,16.624,2022-02-09,6.673,974,6499.502
417466,ES,Monos,14.796,2019-08-15,6.673,376,2509.0480000000002
262391,FR,Serial (Bad) Weddings,23.035,2014-04-16,6.7,3355,22478.5
64328,EN,The Muppets,22.413,2011-11-22,6.673,1530,10209.69
46655,FR,The Little Bather,17.386,1968-03-22,6.7,344,2304.8
1911,EN,The 13th Warrior,40.061,1999-08-13,6.675,1806,12055.05
451925,EN,Time Freak,12.725,2018-11-09,6.672,446,2975.712
435126,ES,Perfect Strangers,12.657,2017-12-01,6.672,629,4196.688
1992,EN,Planet Terror,35.303,2007-04-06,6.672,3437,22931.664
615667,EN,Ma Rainey's Black Bottom,17.242,2020-11-25,6.673,1136,7580.528
16395,IT,Inferno,21.18,1980-02-07,6.7,585,3919.5
14370,EN,Real Genius,20.416,1985-08-07,6.671,426,2841.846
3595,EN,Ransom,27.335,1996-11-08,6.7,1796,12033.2
2251,EN,Unfaithful,44.025,2002-05-10,6.671,1492,9953.132
340101,EN,Their Finest,15.856,2017-02-19,6.67,399,2661.33
12684,EN,Sabotage,19.693,1937-01-08,6.67,316,2107.72
565,EN,The Ring,32.273,2002-10-18,6.67,6056,40393.52
11583,EN,The First Great Train Robbery,21.116,1978-12-14,6.669,356,2374.1639999999998
9726,EN,A Good Year,24.515,2006-09-09,6.669,1467,9783.422999999999
8880,EN,Che: Part Two,15.256,2008-12-12,6.7,605,4053.5
1788,EN,Footloose,39.312,1984-02-17,6.669,2003,13358.007
1487,EN,Hellboy,48.523,2004-04-02,6.669,6751,45022.418999999994
790142,EN,The Royal Treatment,15.108,2022-01-20,6.668,755,5034.34
22244,EN,Society,16.33,1989-05-13,6.668,522,3480.696
7453,EN,The Hitchhiker's Guide to the Galaxy,33.786,2005-04-28,6.669,3798,25328.861999999997
574376,ES,Eye for an Eye,7.97,2019-08-30,6.667,303,2020.1009999999999
321751,EN,A Perfect Day,9.786,2015-08-28,6.667,604,4026.868
75802,EN,Hysteria,16.142,2011-06-06,6.7,798,5346.6
48138,EN,Unknown,26.65,2011-02-16,6.7,3773,25279.100000000002
37645,FR,22 Bullets,31.114,2010-03-23,6.667,1183,7887.061
839369,EN,May December,55.285,2023-11-16,6.666,671,4472.886
814757,EN,Empire of Light,19.19,2022-12-09,6.666,528,3519.648
347866,EN,Hot Summer Nights,34.59,2018-07-26,6.7,722,4837.400000000001
315664,EN,Florence Foster Jenkins,16.313,2016-05-06,6.666,1437,9579.042000000001
13763,EN,Purple Rain,26.681,1984-07-27,6.665,360,2399.4
25189,EN,The Mirror Has Two Faces,14.925,1996-11-15,6.665,318,2119.47
11340,IT,Banana Joe,16.468,1982-03-24,6.7,449,3008.3
2976,EN,Hairspray,26.045,2007-07-19,6.7,2438,16334.6
25,EN,Jarhead,34.115,2005-11-04,6.7,2817,18873.9
719221,EN,Tarot,161.348,2024-05-01,6.664,842,5611.088
1957,EN,Enough,19.924,2002-05-21,6.664,1118,7450.352
338953,EN,Fantastic Beasts: The Secrets of Dumbledore,66.345,2022-04-06,6.663,4362,29064.006
11959,EN,UHF,18.704,1989-07-21,6.663,332,2212.116
